UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
2789,L02789,L,298.4,309.9,2386,32.8,181,0,0,0,0,0,0
2790,L02790,L,295.3,310.0,1275,34.7,160,0,0,0,0,0,0
2791,M02791,L,301.0,309.8,1289,59.0,178,0,0,0,0,0,0
2792,L02792,M,297.4,308.8,1770,53.7,221,0,0,0,0,0,0
2793,M02793,L,299.2,309.0,2652,31.2,129,0,0,0,0,0,0
2794,M02794,H,303.0,310.5,2694,39.8,165,0,0,0,0,0,0
2795,M02795,L,303.2,309.7,2636,32.0,55,0,0,0,0,0,0
2796,H02796,M,303.5,310.0,1181,32.3,229,0,0,0,0,0,0
2797,H02797,L,300.2,311.0,1384,50.1,19,0,0,0,0,0,0
2798,H02798,L,301.8,309.9,1222,25.3,51,0,0,0,0,0,0
2799,M02799,L,296.0,308.7,1621,44.7,136,0,0,0,0,0,0
2800,M02800,M,297.0,312.1,2821,39.4,64,0,0,0,0,0,0
2801,H02801,M,299.4,309.6,1777,50.0,65,0,0,0,0,0,0
2802,L02802,L,301.7,309.5,1817,41.9,243,0,0,0,0,0,0
2803,M02803,L,299.1,310.2,1743,55.0,18,0,0,0,0,0,0
2804,L02804,L,301.6,309.7,1768,40.4,143,0,0,0,0,0,0
2805,L02805,L,297.7,309.8,1441,49.5,232,1,0,0,0,0,0
2806,M02806,M,300.2,309.3,1778,42.2,196,0,0,0,0,0,0
2807,M02807,M,301.1,310.8,2461,40.7,95,0,0,0,0,0,0
2808,L02808,L,301.5,311.0,1362,52.2,247,0,0,0,0,0,0
2809,L02809,H,299.1,311.7,1316,40.8,19,0,0,0,0,0,0
2810,H02810,L,300.1,311.8,2222,41.7,106,0,0,0,0,0,0
2811,H02811,M,296.9,307.9,2394,33.0,51,0,0,0,0,0,0
2812,M02812,L,299.8,310.5,1551,40.4,141,0,0,0,0,0,0
2813,H02813,L,302.2,308.7,1940,13.2,121,0,0,0,0,0,0
2814,H02814,L,299.5,311.2,2462,35.6,204,0,0,0,0,0,0
2815,H02815,L,298.5,310.2,2118,43.3,90,0,0,0,0,0,0
2816,H02816,M,301.6,309.1,1328,38.5,162,0,0,0,0,0,0
2817,L02817,M,304.6,308.7,1320,37.8,184,0,0,0,0,0,0
2818,M02818,L,304.3,309.2,1153,45.7,121,0,0,0,0,0,0
2819,H02819,M,300.5,309.1,1485,55.7,161,0,0,0,0,0,0
2820,L02820,L,301.5,311.2,1344,36.0,186,0,0,0,0,0,0
2821,L02821,M,303.3,309.9,2637,48.7,79,0,0,0,0,0,0
2822,L02822,L,300.5,308.9,2042,39.8,155,1,0,0,0,0,0
2823,H02823,L,300.9,310.3,1919,45.2,170,0,0,0,0,0,0
2824,H02824,L,299.4,310.3,2730,60.1,162,0,0,0,0,0,0
2825,M02825,L,304.7,309.7,2640,49.3,142,0,0,0,0,0,0
2826,H02826,M,301.4,311.1,2517,52.6,2,0,0,0,0,0,0
2827,H02827,L,299.5,310.5,2381,36.0,218,0,0,0,0,0,0
2828,L02828,L,298.8,310.4,2800,39.1,154,0,0,0,0,0,0
2829,M02829,L,296.3,308.1,2676,29.2,126,0,0,0,0,0,0
2830,H02830,M,296.8,309.6,1279,33.9,114,0,0,0,0,0,0
2831,H02831,M,298.5,310.6,2845,42.0,3,0,0,0,0,0,0
2832,L02832,L,301.9,310.3,2174,33.1,212,0,0,0,0,0,0
2833,L02833,L,300.7,310.0,1935,42.3,149,0,0,0,0,1,0
2834,H02834,M,297.5,310.6,1636,35.4,68,0,0,0,0,0,0
2835,M02835,L,298.1,310.4,2621,41.5,104,0,0,0,0,0,0
2836,M02836,L,300.6,310.7,2845,46.7,230,0,0,0,0,0,0
2837,L02837,L,303.3,310.3,1472,45.9,22,0,0,0,0,0,0
2838,L02838,L,297.8,310.7,1173,44.2,214,0,0,0,0,0,0
2839,H02839,L,300.9,310.6,1526,53.3,140,0,0,0,0,0,0
2840,L02840,M,299.1,309.9,1928,21.4,59,0,0,0,0,0,0
2841,H02841,L,299.2,310.0,2329,39.7,26,0,0,0,0,0,0
2842,M02842,M,297.7,310.1,2445,47.8,118,0,0,0,0,0,0
2843,M02843,L,301.3,308.8,1242,19.5,49,0,0,0,0,0,0
2844,H02844,M,299.0,308.5,2697,57.3,247,0,0,0,1,0,0
2845,L02845,L,299.3,310.5,1270,37.0,206,0,0,0,0,0,0
2846,M02846,L,302.0,310.6,1601,33.2,11,0,0,0,0,0,0
2847,L02847,L,302.1,310.0,1751,47.7,137,0,0,0,0,0,0
2848,M02848,L,298.5,310.4,2049,32.3,48,0,0,0,0,0,0
2849,H02849,L,300.6,310.7,1736,53.5,229,1,0,0,0,0,0
2850,H02850,M,301.8,310.4,2495,40.2,219,0,0,0,0,0,0
2851,H02851,L,299.6,310.6,2204,54.2,106,0,0,0,0,0,0
2852,M02852,H,301.3,308.7,2101,52.3,34,0,0,0,0,0,0
2853,L02853,H,299.4,311.6,2607,41.2,165,0,0,0,0,0,0
2854,L02854,L,299.3,310.3,1856,33.2,181,0,0,0,0,0,0
2855,L02855,H,298.1,310.9,1750,57.4,119,0,0,0,0,0,0
2856,M02856,L,303.4,310.6,1759,24.8,19,0,0,0,0,0,0
2857,M02857,L,299.0,309.0,1278,36.6,11,0,0,1,0,0,0
2858,M02858,L,298.4,309.3,1602,48.7,2,0,0,0,0,0,0
2859,M02859,L,297.9,309.5,1956,25.3,1,1,0,0,0,0,0
2860,M02860,L,300.2,311.1,1585,27.8,219,0,0,0,0,0,0
2861,L02861,H,298.0,309.0,2780,38.2,21,0,0,0,0,0,0
2862,M02862,L,298.6,308.7,2849,42.8,34,0,0,0,0,0,0
2863,M02863,L,301.6,310.4,1656,21.1,236,0,0,0,0,0,0
2864,L02864,M,300.9,311.8,1801,51.3,243,0,0,0,0,0,0
2865,M02865,L,297.3,309.2,2490,38.5,8,1,1,0,0,0,0
2866,L02866,L,301.4,311.4,2637,47.1,86,0,0,0,0,0,0
2867,L02867,M,300.1,310.7,2501,32.5,16,0,0,0,0,0,0
2868,H02868,L,302.3,309.6,2056,36.2,141,0,0,0,0,0,0
2869,H02869,L,302.8,308.7,1258,43.0,243,0,0,0,0,0,0
2870,H02870,L,296.8,309.7,1675,41.6,159,0,0,0,0,0,0
2871,H02871,L,301.5,309.2,2648,46.7,186,0,0,0,0,0,0
2872,M02872,H,303.3,311.2,2099,47.2,103,0,0,0,0,0,0
2873,H02873,M,300.4,310.0,1541,28.4,185,0,0,0,0,0,0
2874,L02874,L,301.4,310.5,1822,41.9,35,0,0,0,0,0,0
2875,M02875,L,300.4,310.5,2817,38.3,160,0,0,0,0,0,0
2876,H02876,L,302.0,309.4,2286,44.0,201,0,0,0,0,1,0
2877,L02877,H,300.8,310.1,2459,36.8,63,0,0,0,0,0,0
2878,M02878,L,296.0,311.0,2001,40.5,140,0,0,0,0,0,0
2879,M02879,L,299.8,309.9,1755,59.5,161,0,0,0,0,0,0
2880,H02880,M,299.6,309.7,1496,28.2,132,0,0,0,0,0,0
2881,M02881,H,301.4,310.7,2774,35.5,197,0,0,0,0,0,0
2882,L02882,L,302.4,308.7,1971,16.6,160,0,0,0,0,0,0
2883,M02883,L,299.5,307.8,2819,34.6,132,0,0,0,0,1,0
2884,L02884,L,297.6,310.3,2434,28.9,215,0,0,0,0,0,0
2885,M02885,L,300.6,311.0,1867,59.5,110,0,0,0,0,0,0
2886,H02886,M,298.4,311.8,1456,36.7,199,0,0,0,0,0,0
2887,L02887,M,298.8,310.2,2059,36.0,17,0,0,0,0,0,0
2888,M02888,M,304.8,310.8,2207,46.5,88,0,0,0,0,0,0
2889,M02889,L,298.6,311.3,1318,29.3,17,0,0,0,0,0,0
2890,M02890,L,296.9,310.0,2518,47.7,227,0,0,0,0,0,0
2891,L02891,L,301.2,309.4,2319,47.3,153,0,0,0,0,0,0
2892,L02892,L,301.4,309.3,1681,55.7,83,0,0,0,0,0,0
2893,L02893,M,301.8,309.7,2792,45.5,19,1,0,0,0,0,0
2894,H02894,L,301.7,311.4,2821,21.6,102,0,0,0,0,0,0
2895,H02895,L,300.3,310.9,1687,51.4,103,0,0,0,0,0,0
2896,L02896,L,300.3,309.8,2419,71.8,124,0,0,0,0,0,0
2897,M02897,L,301.9,311.2,2514,39.7,215,0,0,0,0,0,0
2898,H02898,L,303.2,310.5,2840,40.0,83,0,0,0,0,0,0
2899,L02899,M,297.5,309.8,2077,35.1,108,0,0,0,0,0,0
2900,M02900,L,298.8,310.2,2727,23.7,3,0,0,0,0,0,0
2901,H02901,M,301.3,310.4,1839,43.7,21,0,0,0,0,0,0
2902,M02902,L,300.5,310.1,2254,34.5,126,0,0,0,0,0,0
2903,M02903,L,296.4,311.7,1838,43.3,216,0,0,0,0,0,0
2904,M02904,H,298.9,309.9,1854,43.6,84,0,0,0,0,0,0
2905,M02905,L,300.6,308.6,1340,59.0,209,0,0,0,0,0,0
2906,H02906,M,300.0,310.3,1432,36.0,236,1,0,0,0,0,0
2907,H02907,L,299.3,309.7,2785,27.6,237,0,0,0,0,0,0
2908,H02908,L,304.7,308.7,2120,42.8,200,0,0,0,0,0,0
2909,L02909,M,300.0,310.7,1638,39.0,235,0,0,0,0,0,0
2910,H02910,M,300.5,306.4,2208,58.7,8,0,0,0,0,0,0
2911,M02911,M,300.3,310.3,2467,48.3,186,0,0,0,0,0,0
2912,H02912,L,300.4,307.6,1955,38.7,32,0,0,0,0,0,0
2913,M02913,L,300.1,310.0,1191,50.2,104,0,0,0,0,0,0
2914,L02914,M,295.8,310.6,1319,51.2,6,0,0,0,0,0,0
2915,M02915,M,298.0,310.7,2156,30.6,160,0,0,0,0,0,0
2916,M02916,L,299.4,310.8,2742,44.5,65,1,0,0,0,0,0
2917,M02917,L,301.6,308.9,2017,62.2,241,0,0,0,0,0,0
2918,L02918,M,299.4,310.2,1715,25.1,199,0,0,0,0,0,0
2919,H02919,L,298.3,309.3,2567,32.5,96,0,0,0,0,0,0
2920,H02920,L,301.9,309.2,2361,38.0,186,0,0,0,0,0,0
2921,L02921,M,302.7,309.9,2469,45.2,34,0,0,0,0,0,0
2922,M02922,L,296.9,309.6,1534,43.3,92,0,0,0,0,0,0
2923,H02923,L,300.2,309.0,1747,42.1,159,0,0,0,0,0,0
2924,L02924,M,294.7,310.3,2237,38.0,0,0,0,0,0,0,0
2925,H02925,L,299.4,310.5,1230,43.1,116,0,0,0,0,0,0
2926,L02926,M,303.8,309.1,1929,54.2,94,0,0,0,0,0,0
2927,M02927,L,300.2,309.8,2358,57.1,179,0,0,0,0,0,0
2928,H02928,L,297.2,309.8,1610,50.8,34,0,0,0,0,0,0
2929,L02929,L,297.3,309.8,2518,52.1,39,0,0,0,0,0,0
2930,H02930,H,298.1,309.9,2711,40.9,171,0,0,0,0,0,0
2931,H02931,L,298.7,310.3,1387,66.2,38,0,0,0,0,0,0
2932,H02932,L,296.2,311.2,2469,25.6,19,0,0,0,0,0,0
2933,H02933,L,300.7,310.1,2660,42.5,96,0,0,0,0,0,0
2934,L02934,L,301.1,309.5,2542,47.6,214,0,0,0,0,0,0
2935,M02935,L,299.3,310.0,1448,40.7,130,0,0,0,0,0,0
2936,L02936,L,304.1,308.9,1886,51.1,52,0,0,0,0,0,0
2937,L02937,L,299.1,309.1,1989,38.4,139,0,0,0,0,0,0
2938,L02938,L,302.4,310.4,2263,52.9,135,0,0,0,0,0,0
2939,M02939,M,297.2,306.9,2613,41.3,191,0,0,0,0,0,0
2940,H02940,M,300.6,309.8,1678,36.2,168,0,0,0,0,0,0
2941,H02941,L,300.9,310.9,1237,34.9,110,0,0,0,0,0,0
2942,H02942,L,298.6,310.4,1173,42.9,121,0,0,0,0,0,0
2943,M02943,M,300.3,310.9,1481,34.1,138,0,0,0,0,0,0
2944,H02944,M,298.6,310.3,2231,11.4,25,1,0,0,0,0,0
2945,M02945,L,299.4,312.0,1613,21.2,214,0,0,0,0,0,0
2946,H02946,H,299.4,308.8,2151,35.1,37,0,0,1,0,0,0
2947,H02947,L,297.2,310.1,1338,36.6,132,1,0,0,0,0,0
2948,L02948,L,301.0,310.7,2637,52.6,31,0,0,0,0,0,0
2949,M02949,L,301.2,309.6,1371,43.5,196,0,0,0,0,0,0
2950,L02950,H,299.3,311.2,2112,41.4,111,1,0,0,0,0,0
2951,L02951,L,300.5,310.6,1502,32.6,142,0,0,0,0,0,0
2952,L02952,M,298.2,308.5,2224,68.6,188,0,0,0,0,0,0
2953,M02953,L,297.5,310.4,2261,40.2,106,0,0,0,0,0,0
2954,M02954,L,299.2,310.6,1371,49.4,51,0,0,0,0,0,0
2955,H02955,L,301.4,311.6,1637,40.3,214,0,0,0,0,0,0
2956,L02956,M,299.8,309.8,2009,45.9,112,0,0,0,0,0,0
2957,H02957,L,299.1,310.6,2028,25.8,125,0,0,0,0,0,0
2958,L02958,L,300.7,310.3,1316,43.9,27,0,0,0,0,0,0
2959,M02959,L,298.2,309.4,1250,41.0,146,1,0,0,0,0,0
2960,M02960,M,297.5,309.7,2597,41.2,53,1,0,0,0,0,0
2961,M02961,L,299.3,307.8,1674,51.0,121,0,0,0,0,0,0
2962,L02962,L,298.3,309.5,2320,24.1,80,0,0,0,0,0,0
2963,M02963,L,297.6,311.6,2435,35.3,14,0,0,0,0,0,0
2964,L02964,H,301.8,309.8,2319,19.3,12,0,0,0,0,0,0
2965,H02965,M,304.4,310.8,1637,37.4,214,0,0,0,0,0,0
2966,L02966,M,296.9,310.2,2694,51.0,209,0,0,0,0,0,0
2967,H02967,L,299.2,310.4,1230,49.9,22,0,0,0,0,0,0
2968,L02968,L,300.3,312.0,1729,37.8,79,0,0,0,0,0,0
2969,H02969,H,296.6,309.6,1971,42.1,189,0,0,0,0,0,0
2970,M02970,L,299.6,309.6,2299,36.3,211,0,0,0,0,0,0
2971,H02971,L,299.7,311.1,2735,40.5,24,0,0,0,0,0,0
2972,M02972,L,301.0,309.9,2755,51.1,159,0,0,0,0,0,0
2973,M02973,H,298.5,309.7,2312,57.1,148,0,0,0,0,0,0
2974,H02974,L,298.9,311.0,2035,47.2,128,0,0,0,0,0,0
2975,L02975,L,301.9,310.3,2855,39.3,27,0,0,0,0,0,0
2976,L02976,M,300.8,309.8,1751,57.5,90,0,0,0,0,0,0
2977,L02977,L,301.5,309.7,2312,45.9,115,0,0,0,0,0,0
2978,L02978,L,296.5,309.2,1221,37.3,218,0,0,0,0,0,0
2979,L02979,H,298.7,308.5,1394,38.7,236,0,0,0,0,0,0
2980,M02980,H,303.0,311.1,1728,35.7,227,0,0,0,0,0,0
2981,L02981,M,299.8,309.6,1791,47.4,139,0,0,0,0,0,0
2982,M02982,M,299.7,308.3,2383,43.2,206,1,0,0,0,0,0
2983,M02983,L,299.8,311.8,1343,42.2,19,0,0,0,0,0,0
2984,M02984,H,303.1,310.1,1687,34.2,107,0,0,0,0,0,0
2985,H02985,L,298.5,310.0,1481,59.8,82,0,0,0,0,0,0
2986,H02986,M,301.3,308.4,2684,38.6,50,0,0,0,0,0,0
2987,M02987,H,300.5,310.6,1442,51.5,153,0,0,0,0,0,0
2988,H02988,M,297.3,309.5,1879,30.0,238,0,0,0,0,0,0
2989,L02989,M,299.4,309.5,1185,45.4,84,0,0,0,0,0,0
2990,L02990,M,298.3,310.4,2701,33.8,100,0,0,0,0,0,0
2991,M02991,L,297.5,310.1,2251,45.5,170,0,0,0,0,1,0
2992,L02992,M,302.4,309.0,2194,32.0,177,0,0,0,0,0,0
2993,M02993,L,297.6,308.6,2820,28.2,201,0,0,0,0,0,0
2994,M02994,L,301.5,310.2,1394,30.4,155,0,0,0,0,0,0
2995,L02995,L,298.3,310.1,2568,24.3,153,0,0,0,0,0,0
2996,H02996,L,302.7,312.6,2857,32.8,76,0,0,0,0,0,0
2997,L02997,M,299.2,307.8,1203,48.1,24,0,0,0,0,0,0
2998,L02998,H,300.7,310.1,2266,32.4,114,0,0,0,0,0,0
2999,M02999,L,298.9,308.4,2466,33.6,30,0,0,0,0,0,0
3000,M03000,L,295.7,309.6,2549,43.3,211,0,0,0,0,0,0
3001,M03001,L,296.7,309.6,1325,20.9,206,0,0,0,0,0,0
3002,M03002,H,296.2,310.5,1339,46.8,145,0,0,0,0,0,0
3003,H03003,L,300.5,310.6,1956,39.3,167,0,0,0,0,0,0
3004,H03004,M,299.9,311.4,2365,44.3,86,0,0,0,0,0,0
3005,H03005,H,301.2,310.2,1765,39.0,66,0,0,0,0,0,0
3006,M03006,L,298.6,311.0,1217,37.2,190,0,0,0,0,0,0
3007,M03007,H,295.7,311.4,1473,49.1,10,0,0,0,0,0,0
3008,M03008,H,302.6,310.3,2328,39.7,154,0,0,0,0,0,0
3009,H03009,H,302.0,311.2,1603,46.1,164,0,0,0,0,0,0
3010,M03010,L,300.7,310.2,1375,50.0,139,0,0,0,0,1,0
3011,L03011,L,302.2,310.0,2406,28.1,224,0,0,0,0,0,0
3012,L03012,M,299.8,309.4,2681,33.0,155,0,0,0,0,0,0
3013,M03013,L,300.5,310.4,1253,31.7,5,0,0,0,0,0,0
3014,L03014,M,298.6,310.3,1615,36.5,249,0,0,0,0,0,0
3015,L03015,L,297.9,310.4,1577,41.7,69,1,0,0,0,0,0
3016,H03016,L,296.8,311.1,2142,31.1,171,0,0,0,0,0,0
3017,M03017,L,298.5,310.9,1591,31.9,212,0,0,0,0,0,0
3018,M03018,L,305.3,308.5,1873,36.5,88,0,0,0,0,0,0
3019,H03019,L,297.0,308.5,2299,49.1,46,0,0,0,0,0,0
3020,L03020,L,298.1,310.1,2808,34.8,35,0,0,0,0,0,0
3021,L03021,L,300.2,309.0,2209,40.9,81,0,0,0,0,0,0
3022,M03022,M,304.8,309.9,2411,37.0,43,0,0,0,0,0,0
3023,L03023,M,297.9,309.1,2415,38.9,230,0,0,0,0,0,0
3024,H03024,L,298.7,310.1,1282,33.3,196,0,0,0,0,0,0
3025,H03025,L,301.3,309.0,2041,15.6,150,0,0,0,0,0,0
3026,M03026,L,301.2,310.4,2400,33.6,150,0,0,0,0,0,0
3027,H03027,L,298.6,308.9,2576,42.3,86,0,0,0,0,0,0
3028,H03028,L,298.3,310.1,1545,40.7,34,0,0,0,0,0,0
3029,M03029,L,300.9,308.3,1239,47.0,92,0,0,0,0,0,0
3030,H03030,L,299.4,308.9,1404,25.3,196,0,0,0,0,0,0
3031,H03031,M,300.6,310.7,2105,43.7,60,0,0,0,0,0,0
3032,H03032,L,299.7,311.3,1232,34.5,208,0,0,0,0,0,0
3033,L03033,H,300.7,310.9,2673,32.3,165,0,0,0,0,0,0
3034,M03034,L,300.9,310.8,1800,45.2,179,0,0,0,0,0,0
3035,M03035,H,296.1,311.5,2482,47.9,1,0,0,0,0,0,0
3036,M03036,L,299.1,311.0,1681,51.5,146,0,0,0,0,0,0
3037,L03037,L,300.7,308.5,1990,45.5,110,0,0,0,0,0,0
3038,L03038,L,301.6,311.0,2257,39.0,190,0,0,0,0,0,0
3039,M03039,L,299.3,310.9,1176,25.3,194,0,0,0,0,0,0
3040,L03040,L,296.3,308.1,2164,52.4,221,0,0,0,0,0,0
3041,M03041,L,302.5,309.3,2743,42.3,96,0,0,0,0,0,1
3042,L03042,M,301.7,311.6,1528,30.8,22,0,0,0,0,0,0
3043,H03043,L,300.2,309.9,2503,42.1,25,0,0,1,0,0,0
3044,H03044,M,299.1,308.9,1542,25.4,29,1,0,0,0,0,0
3045,M03045,L,301.2,310.9,1366,53.5,18,0,0,0,0,0,0
3046,L03046,H,299.1,309.7,1530,36.0,166,0,0,0,0,0,0
3047,L03047,L,301.8,309.6,1786,29.0,89,0,0,0,0,0,0
3048,H03048,L,303.6,310.9,1949,52.9,223,0,0,0,0,0,0
3049,H03049,L,299.0,310.4,1657,26.8,105,0,0,0,0,0,0
3050,L03050,L,301.6,309.9,1432,39.7,27,0,0,0,0,0,0
3051,L03051,L,298.7,310.3,1363,41.3,126,0,0,0,0,0,0
3052,L03052,L,302.1,309.8,2329,26.9,200,0,0,0,0,0,0
3053,L03053,M,299.5,310.9,1679,36.0,60,0,0,0,0,0,0
3054,L03054,H,302.9,308.6,2004,21.1,175,0,0,0,0,0,0
3055,L03055,L,299.4,309.8,1766,35.7,94,0,0,0,0,0,0
3056,M03056,H,298.2,309.6,2332,21.3,206,0,0,0,0,0,0
3057,L03057,H,299.3,310.3,1190,48.9,95,0,0,0,0,0,0
3058,H03058,M,299.6,308.9,2678,33.7,140,0,0,0,0,0,0
3059,M03059,L,300.5,311.5,1668,27.9,85,0,0,0,0,0,0
3060,L03060,L,299.3,309.3,2178,42.1,231,0,0,0,0,0,0
3061,H03061,L,300.5,311.1,2194,22.4,122,0,0,0,0,0,0
3062,M03062,M,300.5,310.6,1795,32.6,138,0,0,0,0,0,0
3063,H03063,L,299.1,310.2,2090,47.3,96,0,0,0,0,0,0
3064,L03064,L,300.7,310.2,2805,26.0,215,0,0,0,0,0,0
3065,L03065,L,298.8,308.1,1391,37.2,167,0,0,0,0,0,0
3066,L03066,L,304.0,309.5,2080,31.6,107,0,0,0,0,0,0
3067,L03067,M,300.6,313.3,1255,19.1,178,0,0,0,0,0,0
3068,M03068,L,301.2,310.2,1492,28.4,69,0,0,0,0,0,0
3069,M03069,M,299.6,310.4,2816,33.0,207,0,0,0,0,0,0
3070,H03070,M,298.6,308.1,1566,42.4,157,0,0,0,0,0,0
3071,L03071,L,301.7,309.8,1187,53.7,126,0,0,0,0,0,0
3072,H03072,L,300.7,309.6,2772,39.8,157,0,0,1,0,0,0
3073,M03073,M,294.8,309.3,1485,41.1,205,0,0,0,0,0,0
3074,L03074,L,303.9,310.6,1622,47.5,181,0,0,0,0,0,0
3075,L03075,L,301.5,309.6,1262,44.2,6,0,0,0,0,0,0
3076,M03076,L,299.2,309.3,1400,33.3,66,0,0,0,0,0,0
3077,M03077,L,301.2,308.5,2061,34.2,222,0,0,0,0,0,0
3078,M03078,L,300.8,308.9,2518,45.7,137,0,0,0,0,0,0
3079,M03079,L,301.0,309.0,2244,44.9,224,0,0,0,0,0,0
3080,M03080,L,298.3,309.7,1413,42.0,60,0,0,0,0,0,0
3081,L03081,L,300.1,309.5,2048,33.7,120,0,0,0,0,0,0
3082,M03082,M,300.6,309.4,1730,56.2,101,0,0,0,0,0,0
3083,L03083,L,302.5,308.3,1533,32.0,36,0,0,0,0,0,0
3084,L03084,M,300.2,309.0,1936,38.9,14,0,0,0,0,0,0
3085,M03085,L,300.9,310.1,2564,54.1,49,0,0,0,0,0,0
3086,M03086,M,298.2,311.5,2159,41.2,3,0,0,0,0,0,0
3087,L03087,L,300.1,311.6,2771,39.4,100,0,0,0,0,0,0
3088,M03088,M,301.7,312.0,1711,42.9,169,0,0,0,0,0,0
3089,M03089,L,298.6,310.3,1622,33.6,195,0,0,0,0,0,0
3090,M03090,M,299.2,309.9,2684,39.1,9,0,0,0,0,0,0
3091,H03091,L,298.1,310.6,2307,47.4,243,0,0,0,0,0,0
3092,L03092,L,297.3,309.6,2562,49.4,122,0,0,0,0,0,0
3093,H03093,L,298.3,310.8,1210,56.0,149,0,0,0,0,0,0
3094,M03094,M,301.1,309.8,2643,32.6,126,0,0,0,0,0,0
3095,H03095,M,299.5,310.3,2524,53.2,158,0,0,0,0,0,0
3096,M03096,L,298.3,309.3,2231,46.0,227,0,0,0,0,0,0
3097,H03097,M,304.4,311.0,2067,50.8,75,0,0,0,0,0,0
3098,M03098,M,298.6,309.0,2358,26.7,200,0,0,0,0,0,0
3099,H03099,H,301.2,309.4,2376,32.5,27,0,0,0,0,0,0
3100,H03100,M,300.7,309.7,2205,42.3,97,0,0,0,0,0,0
3101,H03101,M,300.5,309.2,1806,47.1,196,0,0,0,0,0,0
3102,L03102,L,296.3,310.6,1318,35.7,221,0,0,0,0,0,0
3103,H03103,M,302.5,310.1,2195,36.3,207,0,0,0,0,0,0
3104,L03104,L,300.6,309.0,1959,29.4,18,0,0,0,0,0,0
3105,M03105,H,301.8,309.5,2252,35.0,247,0,0,0,0,0,0
3106,H03106,L,302.3,310.1,2309,36.2,77,0,0,0,0,0,0
3107,M03107,L,303.4,310.2,1451,36.2,46,0,0,0,0,0,0
3108,M03108,L,298.0,309.0,1837,31.0,114,0,0,0,0,0,0
3109,H03109,M,298.6,310.0,1536,59.2,151,0,0,1,0,0,0
3110,L03110,H,298.8,310.6,2762,50.2,183,0,0,0,0,0,0
3111,H03111,L,298.3,309.7,2715,46.7,113,0,0,0,0,0,0
3112,M03112,M,302.6,309.0,2457,51.5,10,0,0,0,0,0,0
3113,M03113,M,298.0,311.3,1478,45.8,76,0,0,0,0,0,0
3114,H03114,M,299.2,310.6,1609,62.3,73,0,0,0,0,0,0
3115,L03115,L,296.7,309.6,1302,31.9,220,0,0,0,0,0,0
3116,L03116,M,301.5,310.1,1874,17.2,230,0,0,0,0,0,0
3117,M03117,L,299.7,309.6,1956,31.1,90,0,0,0,0,0,0
3118,M03118,M,301.8,309.0,1636,21.3,53,0,0,0,0,0,0
3119,L03119,L,301.4,310.7,1744,27.7,58,0,0,0,0,0,0
3120,H03120,L,296.7,311.7,2147,33.9,192,0,0,0,0,0,0
3121,M03121,M,300.4,310.9,2131,38.6,31,0,0,0,0,0,0
3122,L03122,L,297.8,310.2,1790,50.7,145,0,0,0,0,0,0
3123,M03123,L,300.3,309.7,2097,56.7,131,0,0,0,0,0,0
3124,H03124,M,298.8,307.3,1340,43.0,207,0,0,0,0,0,0
3125,L03125,L,303.7,311.6,1201,27.8,81,0,0,0,0,0,0
3126,M03126,L,305.3,309.3,1744,34.9,212,1,0,0,0,0,0
3127,H03127,L,299.5,310.8,1490,37.1,178,0,0,0,0,0,0
3128,M03128,L,300.2,310.9,1674,35.7,174,0,0,0,0,1,0
3129,H03129,L,295.4,310.9,1166,26.5,53,0,0,0,0,0,0
3130,H03130,L,296.7,308.6,1391,52.8,152,0,0,0,0,0,0
3131,L03131,H,300.8,311.0,2513,24.6,125,0,0,0,0,0,0
3132,H03132,L,299.9,309.5,2843,34.7,137,0,0,0,0,0,0
3133,M03133,L,300.8,309.9,2851,41.4,134,0,0,0,0,0,0
3134,H03134,L,298.4,309.9,1800,41.7,125,0,0,0,0,0,0
3135,H03135,L,300.6,309.4,2584,35.9,244,0,0,0,0,0,0
3136,L03136,M,294.9,309.7,1443,43.1,192,0,0,0,0,0,0
3137,H03137,M,298.8,310.1,2201,29.4,96,0,0,0,0,0,0
3138,H03138,L,300.9,309.1,2583,39.0,224,0,0,0,0,0,0
3139,M03139,L,303.4,308.4,1508,27.0,18,0,0,0,0,0,0
3140,L03140,L,299.8,310.9,1822,31.2,134,0,0,0,0,0,0
3141,L03141,M,301.2,310.3,2169,49.8,238,0,0,0,0,0,0
3142,L03142,L,298.7,308.1,2589,37.7,44,1,0,0,0,0,0
3143,H03143,L,300.9,310.4,1331,38.1,104,0,0,0,0,0,0
3144,L03144,L,299.0,309.8,2070,35.1,205,0,0,0,0,0,0
3145,H03145,M,303.9,308.7,1941,33.3,37,0,0,0,0,0,0
3146,H03146,M,299.3,309.5,1816,40.2,134,0,0,0,0,0,0
3147,M03147,H,299.7,310.4,1875,62.4,173,0,0,0,0,0,0
3148,M03148,L,301.5,309.0,2513,25.9,234,0,0,0,0,0,0
3149,M03149,L,301.0,309.0,1502,30.2,66,0,0,0,0,0,0
3150,M03150,L,299.3,309.4,1218,30.6,74,0,0,0,0,0,0
3151,M03151,M,300.8,309.1,1626,17.7,7,0,0,0,0,0,0
3152,H03152,H,297.9,308.9,1474,38.8,89,0,0,0,0,0,0
3153,H03153,L,300.5,308.9,2667,37.8,101,0,0,0,0,0,0
3154,L03154,L,301.1,310.4,2468,33.7,2,0,0,0,0,0,0
